# {
#     "poni_version": 2.1,
#     "detector": "Dexela2923",
#     "detector_config": {
#         "pixel1": 7.5e-05,
#         "pixel2": 7.5e-05,
#         "orientation": 3
#     },
#     "dist": 0.7729163652097074,
#     "poni1": 0.15023228379054998,
#     "poni2": 0.13162955346626973,
#     "rot1": -0.03463361979894058,
#     "rot2": -0.0014763885094713292,
#     "rot3": -7.645244767931508e-10,
#     "wavelength": 1.82e-11
# }
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> integrated_LaB6.dat
#       2th_deg             I 
  1.227181e+01    7.074965e+00
  1.228722e+01    8.729219e+00
  1.230263e+01    1.239611e+01
  1.231804e+01    1.389645e+01
  1.233345e+01    1.118105e+01
  1.234885e+01    7.979892e+00
  1.236426e+01    6.915971e+00
  1.237967e+01    6.741475e+00
  1.239508e+01    6.729694e+00
  1.241049e+01    6.705846e+00
  1.242590e+01    6.707156e+00
  1.244130e+01    6.716591e+00
  1.245671e+01    6.729648e+00
  1.247212e+01    6.721229e+00
  1.248753e+01    6.748519e+00
  1.250294e+01    6.780013e+00
  1.251835e+01    6.900944e+00
  1.253375e+01    7.645525e+00
  1.254916e+01    1.037013e+01
  1.256457e+01    1.354521e+01
  1.257998e+01    1.292826e+01
  1.259539e+01    9.500325e+00
  1.261080e+01    7.354035e+00
  1.262620e+01    6.903007e+00
  1.264161e+01    6.821039e+00
  1.265702e+01    6.786934e+00
  1.267243e+01    6.792119e+00
  1.268784e+01    6.816510e+00
  1.270325e+01    6.832498e+00
  1.271865e+01    6.858065e+00
  1.273406e+01    6.887594e+00
  1.274947e+01    6.987306e+00
  1.276488e+01    7.331816e+00
  1.278029e+01    9.243233e+00
  1.279570e+01    1.756457e+01
  1.281111e+01    3.039854e+01
  1.282651e+01    3.282338e+01
  1.284192e+01    2.025830e+01
  1.285733e+01    1.016002e+01
  1.287274e+01    7.451047e+00
  1.288815e+01    7.022149e+00
  1.290356e+01    6.898924e+00
  1.291896e+01    6.857209e+00
  1.293437e+01    6.847028e+00
  1.294978e+01    6.826253e+00
  1.296519e+01    6.824022e+00
  1.298060e+01    6.848785e+00
  1.299601e+01    6.884875e+00
  1.301141e+01    7.044172e+00
  1.302682e+01    8.023561e+00
  1.304223e+01    1.197330e+01
  1.305764e+01    1.719995e+01
  1.307305e+01    1.753123e+01
  1.308846e+01    1.203783e+01
  1.310386e+01    8.097767e+00
  1.311927e+01    7.030588e+00
  1.313468e+01    6.832894e+00
  1.315009e+01    6.790079e+00
  1.316550e+01    6.778455e+00
  1.318091e+01    6.778047e+00
  1.319631e+01    6.784453e+00
  1.321172e+01    6.772606e+00
  1.322713e+01    6.763443e+00
  1.324254e+01    6.757427e+00
  1.325795e+01    6.757117e+00
  1.327336e+01    6.753467e+00
  1.328876e+01    6.753656e+00
  1.330417e+01    6.763645e+00
  1.331958e+01    6.769420e+00
  1.333499e+01    6.767816e+00
  1.335040e+01    6.777476e+00
  1.336581e+01    6.774914e+00
  1.338121e+01    6.782043e+00
  1.339662e+01    6.800801e+00
  1.341203e+01    6.810056e+00
  1.342744e+01    6.823657e+00
  1.344285e+01    6.834732e+00
  1.345826e+01    6.876879e+00
  1.347366e+01    6.937932e+00
  1.348907e+01    7.218444e+00
  1.350448e+01    8.829541e+00
  1.351989e+01    1.517931e+01
  1.353530e+01    2.391000e+01
  1.355071e+01    2.474267e+01
  1.356611e+01    1.622227e+01
  1.358152e+01    9.193460e+00
  1.359693e+01    7.268246e+00
  1.361234e+01    6.971303e+00
  1.362775e+01    6.899482e+00
  1.364316e+01    6.873250e+00
  1.365856e+01    6.869744e+00
  1.367397e+01    6.867256e+00
  1.368938e+01    6.841716e+00
  1.370479e+01    6.877910e+00
  1.372020e+01    6.958495e+00
  1.373561e+01    7.419816e+00
  1.375102e+01    9.396846e+00
  1.376642e+01    1.274954e+01
  1.378183e+01    1.364635e+01
  1.379724e+01    1.073007e+01
  1.381265e+01    7.886325e+00
  1.382806e+01    6.978664e+00
  1.384347e+01    6.848904e+00
  1.385887e+01    6.807966e+00
  1.387428e+01    6.793089e+00
  1.388969e+01    6.790110e+00
  1.390510e+01    6.771664e+00
  1.392051e+01    6.771750e+00
  1.393592e+01    6.779317e+00
  1.395132e+01    6.759014e+00
  1.396673e+01    6.754692e+00
  1.398214e+01    6.761425e+00
  1.399755e+01    6.751850e+00
  1.401296e+01    6.753070e+00
  1.402837e+01    6.742343e+00
  1.404377e+01    6.741621e+00
  1.405918e+01    6.750606e+00
  1.407459e+01    6.753505e+00
  1.409000e+01    6.741159e+00
  1.410541e+01    6.749241e+00
  1.412082e+01    6.746459e+00
  1.413622e+01    6.756354e+00
  1.415163e+01    6.754850e+00
  1.416704e+01    6.797097e+00
  1.418245e+01    6.906584e+00
  1.419786e+01    7.518117e+00
  1.421327e+01    9.242603e+00
  1.422867e+01    1.004335e+01
  1.424408e+01    9.310523e+00
  1.425949e+01    7.853405e+00
  1.427490e+01    6.994151e+00
  1.429031e+01    6.809665e+00
  1.430572e+01    6.777576e+00
  1.432112e+01    6.778682e+00
  1.433653e+01    6.771955e+00
  1.435194e+01    6.783502e+00
  1.436735e+01    6.792369e+00
  1.438276e+01    6.839596e+00
  1.439817e+01    7.035145e+00
  1.441357e+01    8.138947e+00
  1.442898e+01    1.257741e+01
  1.444439e+01    1.845934e+01
  1.445980e+01    1.824694e+01
  1.447521e+01    1.302171e+01
  1.449062e+01    8.499389e+00
  1.450602e+01    7.104090e+00
  1.452143e+01    6.891282e+00
  1.453684e+01    6.810354e+00
  1.455225e+01    6.810160e+00
  1.456766e+01    6.784866e+00
  1.458307e+01    6.809711e+00
  1.459847e+01    6.832712e+00
  1.461388e+01    6.966195e+00
  1.462929e+01    7.764602e+00
  1.464470e+01    1.102388e+01
  1.466011e+01    1.699214e+01
  1.467552e+01    1.948174e+01
  1.469093e+01    1.504214e+01
  1.470633e+01    9.286072e+00
  1.472174e+01    7.234574e+00
  1.473715e+01    6.882640e+00
  1.475256e+01    6.792876e+00
  1.476797e+01    6.775488e+00
  1.478338e+01    6.751871e+00
  1.479878e+01    6.766439e+00
  1.481419e+01    6.805532e+00
  1.482960e+01    6.868722e+00
  1.484501e+01    7.480151e+00
  1.486042e+01    9.782122e+00
  1.487583e+01    1.385824e+01
  1.489123e+01    1.542713e+01
  1.490664e+01    1.268217e+01
  1.492205e+01    8.931032e+00
  1.493746e+01    7.158417e+00
  1.495287e+01    6.786691e+00
  1.496828e+01    6.736707e+00
  1.498368e+01    6.710279e+00
  1.499909e+01    6.686312e+00
  1.501450e+01    6.718497e+00
  1.502991e+01    6.734074e+00
  1.504532e+01    6.836976e+00
  1.506073e+01    7.456108e+00
  1.507613e+01    9.505219e+00
  1.509154e+01    1.278864e+01
  1.510695e+01    1.262108e+01
  1.512236e+01    9.436957e+00
  1.513777e+01    7.366108e+00
  1.515318e+01    6.777686e+00
  1.516858e+01    6.681279e+00
  1.518399e+01    6.638916e+00
  1.519940e+01    6.650321e+00
  1.521481e+01    6.665499e+00
  1.523022e+01    6.681103e+00
  1.524563e+01    6.683005e+00
  1.526103e+01    6.771223e+00
  1.527644e+01    7.232341e+00
  1.529185e+01    8.520600e+00
  1.530726e+01    9.123163e+00
  1.532267e+01    8.832951e+00
  1.533808e+01    7.600851e+00
  1.535348e+01    6.924926e+00
  1.536889e+01    6.799270e+00
  1.538430e+01    6.805202e+00
  1.539971e+01    6.785355e+00
  1.541512e+01    6.740672e+00
  1.543053e+01    6.789261e+00
  1.544593e+01    6.817467e+00
  1.546134e+01    6.999845e+00
  1.547675e+01    8.103348e+00
  1.549216e+01    1.206816e+01
  1.550757e+01    1.672096e+01
  1.552298e+01    1.596378e+01
  1.553838e+01    1.117444e+01
  1.555379e+01    7.877743e+00
  1.556920e+01    7.079342e+00
  1.558461e+01    6.901145e+00
  1.560002e+01    6.878180e+00
  1.561543e+01    6.943814e+00
  1.563084e+01    6.777118e+00
  1.564624e+01    6.731718e+00
  1.566165e+01    6.804205e+00
  1.567706e+01    6.861578e+00
  1.569247e+01    6.828727e+00
  1.570788e+01    6.845848e+00
  1.572329e+01    6.856753e+00
  1.573869e+01    6.913385e+00
  1.575410e+01    6.838660e+00
  1.576951e+01    6.847656e+00
  1.578492e+01    6.990467e+00
  1.580033e+01    6.982879e+00
