# {
#     "poni_version": 2.1,
#     "detector": "Dexela2923",
#     "detector_config": {
#         "pixel1": 7.5e-05,
#         "pixel2": 7.5e-05,
#         "orientation": 3
#     },
#     "dist": 0.7729163652097074,
#     "poni1": 0.15023228379054998,
#     "poni2": 0.13162955346626973,
#     "rot1": -0.03463361979894058,
#     "rot2": -0.0014763885094713292,
#     "rot3": -7.645244767931508e-10,
#     "wavelength": 1.82e-11
# }
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> integrated_CeO2.dat
#       2th_deg             I 
  1.100088e+01    1.296044e+01
  1.101617e+01    1.252767e+01
  1.103145e+01    1.229931e+01
  1.104674e+01    1.220676e+01
  1.106202e+01    1.211104e+01
  1.107731e+01    1.204823e+01
  1.109259e+01    1.201336e+01
  1.110788e+01    1.199467e+01
  1.112316e+01    1.200004e+01
  1.113845e+01    1.202074e+01
  1.115373e+01    1.204929e+01
  1.116902e+01    1.207763e+01
  1.118430e+01    1.213093e+01
  1.119959e+01    1.218477e+01
  1.121487e+01    1.224567e+01
  1.123016e+01    1.234025e+01
  1.124544e+01    1.245168e+01
  1.126073e+01    1.258334e+01
  1.127601e+01    1.275751e+01
  1.129130e+01    1.301464e+01
  1.130658e+01    1.339137e+01
  1.132187e+01    1.392696e+01
  1.133715e+01    1.482630e+01
  1.135244e+01    1.643228e+01
  1.136772e+01    1.996571e+01
  1.138301e+01    2.959232e+01
  1.139829e+01    5.518767e+01
  1.141358e+01    9.402198e+01
  1.142886e+01    1.060224e+02
  1.144415e+01    7.398570e+01
  1.145943e+01    3.874197e+01
  1.147472e+01    2.327052e+01
  1.149000e+01    1.826804e+01
  1.150529e+01    1.658885e+01
  1.152057e+01    1.640814e+01
  1.153586e+01    1.797208e+01
  1.155114e+01    2.372427e+01
  1.156643e+01    3.784756e+01
  1.158171e+01    5.314686e+01
  1.159700e+01    5.059775e+01
  1.161228e+01    3.341238e+01
  1.162757e+01    2.067062e+01
  1.164285e+01    1.582290e+01
  1.165814e+01    1.409005e+01
  1.167342e+01    1.331463e+01
  1.168871e+01    1.282402e+01
  1.170400e+01    1.258365e+01
  1.171928e+01    1.238262e+01
  1.173457e+01    1.225711e+01
  1.174985e+01    1.212825e+01
  1.176514e+01    1.204659e+01
  1.178042e+01    1.198343e+01
  1.179571e+01    1.193984e+01
  1.181099e+01    1.194760e+01
  1.182628e+01    1.190448e+01
  1.184156e+01    1.187334e+01
  1.185685e+01    1.185716e+01
  1.187213e+01    1.181757e+01
  1.188742e+01    1.178497e+01
  1.190270e+01    1.176310e+01
  1.191799e+01    1.175034e+01
  1.193327e+01    1.175528e+01
  1.194856e+01    1.177774e+01
  1.196384e+01    1.174990e+01
  1.197913e+01    1.173692e+01
  1.199441e+01    1.175727e+01
  1.200970e+01    1.178341e+01
  1.202498e+01    1.184464e+01
  1.204027e+01    1.189923e+01
  1.205555e+01    1.194642e+01
  1.207084e+01    1.203547e+01
  1.208612e+01    1.212761e+01
  1.210141e+01    1.231752e+01
  1.211669e+01    1.257039e+01
  1.213198e+01    1.301742e+01
  1.214726e+01    1.393988e+01
  1.216255e+01    1.606819e+01
  1.217783e+01    2.202221e+01
  1.219312e+01    3.688896e+01
  1.220840e+01    5.541284e+01
  1.222369e+01    5.657561e+01
  1.223897e+01    3.865324e+01
  1.225426e+01    2.265782e+01
  1.226954e+01    1.612767e+01
  1.228483e+01    1.390790e+01
  1.230011e+01    1.298930e+01
  1.231540e+01    1.251398e+01
  1.233068e+01    1.225820e+01
  1.234597e+01    1.212247e+01
  1.236125e+01    1.199339e+01
  1.237654e+01    1.190835e+01
  1.239182e+01    1.185338e+01
  1.240711e+01    1.179456e+01
  1.242239e+01    1.176053e+01
  1.243768e+01    1.177093e+01
  1.245296e+01    1.181389e+01
  1.246825e+01    1.179512e+01
  1.248353e+01    1.181882e+01
  1.249882e+01    1.183499e+01
  1.251410e+01    1.190436e+01
  1.252939e+01    1.195220e+01
  1.254467e+01    1.207381e+01
  1.255996e+01    1.227761e+01
  1.257524e+01    1.251493e+01
  1.259053e+01    1.300180e+01
  1.260581e+01    1.389842e+01
  1.262110e+01    1.620484e+01
  1.263638e+01    2.240388e+01
  1.265167e+01    3.399373e+01
  1.266695e+01    4.245948e+01
  1.268224e+01    3.717286e+01
  1.269752e+01    2.501112e+01
  1.271281e+01    1.741162e+01
  1.272809e+01    1.476011e+01
  1.274338e+01    1.409305e+01
  1.275866e+01    1.446655e+01
  1.277395e+01    1.658098e+01
  1.278923e+01    2.269916e+01
  1.280452e+01    3.163994e+01
  1.281980e+01    3.436359e+01
  1.283509e+01    2.703722e+01
  1.285037e+01    1.848783e+01
  1.286566e+01    1.437276e+01
  1.288094e+01    1.297793e+01
  1.289623e+01    1.235015e+01
  1.291151e+01    1.202366e+01
  1.292680e+01    1.185773e+01
  1.294208e+01    1.170457e+01
  1.295737e+01    1.163230e+01
  1.297265e+01    1.162869e+01
  1.298794e+01    1.159263e+01
  1.300322e+01    1.155468e+01
  1.301851e+01    1.149345e+01
  1.303379e+01    1.142166e+01
  1.304908e+01    1.146193e+01
  1.306436e+01    1.140917e+01
  1.307965e+01    1.141057e+01
  1.309493e+01    1.142142e+01
  1.311022e+01    1.140784e+01
  1.312550e+01    1.138919e+01
  1.314079e+01    1.138609e+01
  1.315607e+01    1.136712e+01
  1.317136e+01    1.141859e+01
  1.318664e+01    1.138870e+01
  1.320193e+01    1.143156e+01
  1.321722e+01    1.142530e+01
  1.323250e+01    1.144971e+01
  1.324779e+01    1.148096e+01
  1.326307e+01    1.143691e+01
  1.327836e+01    1.151333e+01
  1.329364e+01    1.163061e+01
  1.330893e+01    1.181882e+01
  1.332421e+01    1.215623e+01
  1.333950e+01    1.284315e+01
  1.335478e+01    1.475021e+01
  1.337007e+01    1.847134e+01
  1.338535e+01    2.152259e+01
  1.340064e+01    2.029523e+01
  1.341592e+01    1.632034e+01
  1.343121e+01    1.351089e+01
  1.344649e+01    1.240447e+01
  1.346178e+01    1.195267e+01
  1.347706e+01    1.177986e+01
  1.349235e+01    1.165306e+01
  1.350763e+01    1.160652e+01
  1.352292e+01    1.164615e+01
  1.353820e+01    1.163885e+01
  1.355349e+01    1.160951e+01
  1.356877e+01    1.171335e+01
  1.358406e+01    1.167696e+01
  1.359934e+01    1.168611e+01
  1.361463e+01    1.181712e+01
  1.362991e+01    1.185324e+01
  1.364520e+01    1.188251e+01
  1.366048e+01    1.203094e+01
  1.367577e+01    1.223016e+01
  1.369105e+01    1.237595e+01
  1.370634e+01    1.279523e+01
  1.372162e+01    1.336691e+01
  1.373691e+01    1.453980e+01
  1.375219e+01    1.725794e+01
  1.376748e+01    2.478990e+01
  1.378276e+01    4.037241e+01
  1.379805e+01    5.493181e+01
  1.381333e+01    5.173560e+01
  1.382862e+01    3.492042e+01
  1.384390e+01    2.166665e+01
  1.385919e+01    1.654250e+01
  1.387447e+01    1.506081e+01
  1.388976e+01    1.543183e+01
  1.390504e+01    1.806816e+01
  1.392033e+01    2.364307e+01
  1.393561e+01    2.797011e+01
  1.395090e+01    2.591234e+01
  1.396618e+01    1.966475e+01
  1.398147e+01    1.507836e+01
  1.399675e+01    1.333195e+01
  1.401204e+01    1.264584e+01
  1.402732e+01    1.228920e+01
  1.404261e+01    1.210325e+01
  1.405789e+01    1.204630e+01
  1.407318e+01    1.193570e+01
  1.408846e+01    1.185954e+01
  1.410375e+01    1.185919e+01
  1.411903e+01    1.183638e+01
  1.413432e+01    1.176019e+01
  1.414960e+01    1.182614e+01
  1.416489e+01    1.184363e+01
  1.418017e+01    1.174355e+01
  1.419546e+01    1.175733e+01
  1.421074e+01    1.176259e+01
  1.422603e+01    1.176564e+01
  1.424131e+01    1.184670e+01
  1.425660e+01    1.191249e+01
  1.427188e+01    1.194141e+01
  1.428717e+01    1.197175e+01
  1.430245e+01    1.207115e+01
  1.431774e+01    1.221389e+01
  1.433302e+01    1.230712e+01
  1.434831e+01    1.251568e+01
  1.436359e+01    1.275159e+01
  1.437888e+01    1.328794e+01
  1.439416e+01    1.422887e+01
  1.440945e+01    1.611108e+01
  1.442473e+01    2.090155e+01
  1.444002e+01    3.257391e+01
  1.445530e+01    4.956528e+01
  1.447059e+01    5.651940e+01
  1.448587e+01    4.524648e+01
  1.450116e+01    2.827434e+01
  1.451644e+01    1.878050e+01
  1.453173e+01    1.524610e+01
  1.454701e+01    1.391709e+01
  1.456230e+01    1.317159e+01
  1.457758e+01    1.273198e+01
  1.459287e+01    1.252049e+01
  1.460815e+01    1.238065e+01
  1.462344e+01    1.230616e+01
  1.463872e+01    1.218012e+01
  1.465401e+01    1.214652e+01
  1.466929e+01    1.214463e+01
  1.468458e+01    1.221982e+01
  1.469986e+01    1.233339e+01
  1.471515e+01    1.247042e+01
  1.473044e+01    1.253705e+01
  1.474572e+01    1.280262e+01
  1.476101e+01    1.326251e+01
  1.477629e+01    1.400349e+01
  1.479158e+01    1.572702e+01
  1.480686e+01    1.989660e+01
  1.482215e+01    3.076748e+01
  1.483743e+01    4.863265e+01
  1.485272e+01    5.973714e+01
  1.486800e+01    5.108458e+01
  1.488329e+01    3.269557e+01
  1.489857e+01    2.055858e+01
  1.491386e+01    1.581359e+01
  1.492914e+01    1.395150e+01
  1.494443e+01    1.304371e+01
  1.495971e+01    1.250032e+01
  1.497500e+01    1.233362e+01
  1.499028e+01    1.211568e+01
  1.500557e+01    1.188151e+01
  1.502085e+01    1.176276e+01
  1.503614e+01    1.170739e+01
  1.505142e+01    1.175174e+01
  1.506671e+01    1.160190e+01
  1.508199e+01    1.167222e+01
  1.509728e+01    1.148302e+01
  1.511256e+01    1.140777e+01
  1.512785e+01    1.139765e+01
  1.514313e+01    1.141268e+01
  1.515842e+01    1.134692e+01
  1.517370e+01    1.131678e+01
  1.518899e+01    1.132855e+01
  1.520427e+01    1.124712e+01
  1.521956e+01    1.123919e+01
  1.523484e+01    1.127472e+01
  1.525013e+01    1.130648e+01
  1.526541e+01    1.116493e+01
  1.528070e+01    1.126648e+01
  1.529598e+01    1.112419e+01
  1.531127e+01    1.133412e+01
  1.532655e+01    1.135214e+01
  1.534184e+01    1.153303e+01
  1.535712e+01    1.151540e+01
  1.537241e+01    1.141843e+01
  1.538769e+01    1.139382e+01
  1.540298e+01    1.165245e+01
  1.541826e+01    1.177839e+01
  1.543355e+01    1.229263e+01
  1.544883e+01    1.367052e+01
  1.546412e+01    1.571443e+01
  1.547940e+01    1.634454e+01
  1.549469e+01    1.515859e+01
  1.550997e+01    1.324863e+01
  1.552526e+01    1.212459e+01
  1.554054e+01    1.183926e+01
  1.555583e+01    1.173573e+01
  1.557111e+01    1.162626e+01
  1.558640e+01    1.184272e+01
  1.560168e+01    1.180534e+01
  1.561697e+01    1.183792e+01
  1.563225e+01    1.180233e+01
  1.564754e+01    1.193039e+01
  1.566282e+01    1.172703e+01
  1.567811e+01    1.177141e+01
  1.569339e+01    1.159772e+01
  1.570868e+01    1.165398e+01
  1.572396e+01    1.156767e+01
  1.573925e+01    1.187552e+01
  1.575453e+01    1.210780e+01
  1.576982e+01    1.282357e+01
  1.578510e+01    1.334532e+01
  1.580039e+01    1.502011e+01
